Pseudo Rapidity of 0n0n:	Pseudo Rapidity of 0nXn:	Pseudo Rapidity of XnXn:
-4.12148	-4.90986	-5.96779
-2.39398	-4.19602	-5.69323
2.86834	-5.00502	5.57224
3.3546	4.42261	-5.99649
-2.89687	-4.72907	6.40739
-4.79334	4.54296	5.89035
-4.01647	-5.0248	-6.3266
2.94886	-4.34129	-5.70419
-3.97338	4.45087	4.22855
-3.51158	4.45335	7.68272
4.20853	5.33549	-7.92616
-2.99287	-4.79313	-5.75061
-4.22527	-4.51769	6.90786
-3.88798	-5.19298	-6.64721
2.70028	-4.45778	-6.76739
-2.78874	-5.30737	-6.14227
-2.91691	-4.86593	6.89722
-2.33317	4.78403	-7.09646
-2.7827	4.57222	-6.94725
-3.31063	-4.73561	-6.82805
3.00269	5.06387	-7.43779
-3.67848	-4.79868	7.15664
-4.69078	4.89134	7.12648
3.18151	-5.07537	-6.98933
4.09002	4.94831	7.13173
-3.00324	-5.37832	-6.89498
3.12452	-5.41324	-7.26925
-4.00151	6.20712	-8.10058
-3.46576	-3.987	-7.70457
4.08923	-4.7708	-7.01188
2.07631	-5.74288	-6.89871
-3.88657	-6.66247	-7.19133
-3.33567	6.94273	-6.71692
1.63626	-6.18168	-7.99768
1.36441	-6.00538	7.29625
-2.66709	5.21162	7.57029
-2.75418	-6.45307	-6.93295
1.77176	5.38072	7.74535
-2.06596	6.48252	-6.37953
2.62393	-5.19847	-6.77478
-3.60812	-5.17012	6.23084
2.64269	4.87594	5.66266
0.719795	7.09704	6.65903
0.645186	4.88854	7.1109
5.48725	5.23297	6.92567
5.0696	4.70342	7.3144
4.57484	-1.03632	6.52161
-5.08653	-5.74003	-6.75362
-4.15785	-6.11685	6.39534
4.70409	5.03464	-6.64472
4.23857	-4.45416	-6.19693
-4.37182	-4.94272	6.41047
5.59582	7.41411	-5.90914
-5.42067	-4.62802	6.73846
-6.16407	-4.79605	-6.48956
-5.28584	5.28739	7.31084
-3.689	5.5661	-7.17466
-6.66823	-5.57893	-6.63915
5.80438	-5.686	6.25534
6.00558	5.65607	-6.12732
5.14406	-5.05489	-7.05172
4.96555	-5.94014	6.50157
6.02685	-5.82613	7.59606
-6.64573	-5.08299	6.2476
-5.01868	-5.07882	6.52658
-4.11844	5.81384	7.14955
5.0622	4.57827	-6.88751
-6.80797	-4.56494	6.79986
-5.58421	4.94285	6.62909
6.17115	-4.92237	-6.7042
6.30606	-4.40472	-5.59699
-4.93569	-4.27188	6.58245
-7.72439	-4.31418	7.52542
-3.66679	-4.721	7.19849
6.03703	4.91045	-7.00221
5.46596	5.64696	6.83312
-7.42038	3.57452	-5.82437
5.83026	-5.41347	5.15592
3.46817	-4.89112	-6.74579
-3.29321	5.56151	5.6189
-5.04671	-5.74182	6.32177
-4.83742	6.00846	7.63169
-6.24355	-5.32045	-3.38943
-6.46519	-5.15672	-5.05935
5.40629	-5.28327	-4.35378
4.92268	-5.44466	-4.06313
-4.97672	-5.3438	4.11476
4.63141	4.86044	4.81832
-6.48553	5.66364	-4.10422
6.30995	-4.9569	3.82889
6.47476	-5.82187	4.48442
-1.59358	-5.15652	3.74633
-6.03271	-5.06712	-3.93201
-4.91869	-6.43857	-3.82983
3.89549	-4.89728	-2.27568
-3.87283	-6.2268	-3.79469
-4.98019	-7.49169	-3.88032
4.86819	6.26254	4.79267
6.25604	-6.35049	-2.98985
-6.82647	-6.54167	-4.67805
-5.97691	6.64489	-4.50272
-3.48969	6.7631	5.93646
-3.62614	6.60514	-4.97819
6.42611	-7.32821	-2.77218
-4.11697	4.7411	-4.80557
4.14417	4.15588	-4.53511
-4.06555	8.06493	4.49861
-4.25605	-6.86854	-2.28908
-4.29494	-7.05324	-3.63081
5.09031	7.10261	2.70149
-4.58199	-6.4228	-3.44923
5.04667	6.2418	-2.55416
-6.38614	6.60504	2.90637
-4.19511	-6.50344	3.17573
4.07541	5.92341	-4.91238
4.65396	6.09954	-1.9859
-5.10761	-6.32236	-6.11293
4.50733	-6.22539	4.32264
-4.65708	-6.83702	0.827119
4.2864	6.92947	-6.01072
4.00417	5.60867	4.34849
4.71685	5.99597	4.51388
-4.20796	6.59524	5.24671
-4.44569	-6.51688	3.78475
3.9885	7.259	-4.03257
4.15261	-7.25839	2.65239
-4.44024	6.86982	-3.58325
4.64813	-6.68102	3.50759
-3.71694	-6.2565	4.36992
-4.68108	-6.51814	4.7766
4.48956	-5.62557	0.262852
4.91534	-8.09357	5.60315
-4.39672	7.18463	-2.67132
-4.12428	-7.07373	-1.47179
-3.52683	7.41231	-2.16364
5.18586	7.55568	-4.03002
-4.05338	-6.81141	-2.16739
5.42762	-7.45892	3.49521
-4.51274	-8.08835	3.5132
-5.57915	-7.50121	3.45394
5.02323	-8.07412	2.34732
-4.76081	8.56704	-3.78556
3.65002	7.26939	-3.31652
4.43271	-6.91557	3.07547
5.44807	7.09237	-2.96962
5.17949	7.18817	1.87491
4.35259	7.42243	-1.15976
-4.39051	6.43315	-2.19929
-4.89587	6.29121	0.484475
4.79968	6.48705	1.99409
-5.07083	-7.16708	-3.44066
4.62517	-6.63478	5.42928
-4.77844	6.38534	4.27131
-4.65694	-6.61219	-3.74361
-6.54412	-5.86256	-7.05804
-1.08535	-2.91714	-7.25888
1.33514	-6.4832	-3.41689
-3.58553	-6.55036	-4.14318
2.73715	6.56755	-2.96132
2.43099	6.34315	-3.05965
-6.11524	5.51769	-3.34738
3.57601	5.49801	2.34996
3.58316	-6.95686	-0.557448
7.00945	7.15027	-4.66974
6.76275	7.96963	-2.05196
5.81528	5.87185	-2.81619
4.41599	-6.49341	-4.48677
-4.90219	-6.51403	-2.90532
-6.55119	-5.136	4.87044
6.73715	6.94077	-5.61868
5.30285	5.60178	6.54939
-5.74388	-6.58599	7.23197
-4.94193	5.76687	-7.35587
3.45951	4.17585	6.85941
3.95404	-4.33168	5.49181
-3.78057	6.50348	-6.55519
5.75762	5.33655	7.04163
-6.19477	-5.7549	6.37489
-6.26966	-5.15794	2.9936
-4.82359	5.06615	-3.06752
-5.3608	6.34847	4.71263
5.89336	6.1572	3.51945
-4.5145	-4.92946	-4.03048
4.61505	-5.52449	-3.7342
-5.00202	4.14209	-4.71907
-7.21933	4.41541	3.84622
7.20401	3.99343	-3.87802
-5.86258	-3.97751	-4.97901
-6.28212	-3.9509	-4.73839
4.21971	-4.14851	-4.24285
6.23207	4.90439	-4.60592
-4.94002	-5.65667	4.34504
4.48179	-4.6779	-4.6399
4.77314	-3.84339	4.26302
5.40125	-5.26406	5.08361
-0.870787	5.18195	-4.32077
6.22752	-3.83061	-3.70725
5.73317	-3.60044	-4.51382
6.0171	6.1304	3.7306
1.76779	4.11842	4.22637
7.15268	5.77593	3.54842
6.98471	3.24363	-4.4563
6.04932	5.81576	-4.22011
5.17412	2.26011	-0.153873
4.56269	-3.99566	-1.727
-4.4464	6.10748	-2.91897
-1.3097	-6.38227	-4.13297
0.698126	5.98333	-1.1233
0.798038	6.42534	3.88924
5.46086	-7.12142	-3.54745
5.77679	-2.67404	1.82754
5.41262	-5.77008	-3.75102
5.91183	-3.89526	3.86335
-3.42884	3.54305	3.79911
4.83359	-4.08013	3.13191
-5.015	4.17852	3.26133
4.98833	-4.93188	3.86856
5.0983	3.78103	-3.43001
-6.00301	-4.48415	4.44865
5.05885	-1.48001	-4.55543
4.45176	1.82779	-7.03348
-5.03325	-2.91799	-2.08724
4.53042	-2.87444	-3.34738
4.58535	2.64621	-3.33002
-5.30476	-3.9501	3.12112
4.25077	-2.62851	-3.9424
4.73404	-4.6824	-4.71418
4.55714	3.88296	-2.75665
-4.79342	-1.64815	-2.55661
5.42756	2.75379	2.41741
-5.95883	-2.75955	4.67681
4.99925	-1.06462	-3.9708
5.00917	2.3519	-4.56916
-5.93339	-2.3303	3.77947
-5.57076	-4.15887	-3.51487
-8.11992	-2.68443	-4.90443
7.20494	2.19584	4.65133
4.89426	3.53348	4.46342
5.97778	-3.65259	-4.24237
-5.35577	3.06313	-5.32775
5.13776	0.53442	3.66136
-5.82391	-2.22709	-4.59673
5.81184	-0.983164	-3.96735
4.93476	3.87442	4.51238
-5.82609	-4.20525	5.19814
3.95853	0.0966349	-5.43722
-4.05434	1.86543	-6.87504
-5.56564	-3.76372	-6.11364
-4.26619	4.63298	7.16305
4.98507	3.73014	6.45168
5.83654	-3.40303	-6.5485
-5.74288	3.20296	-6.01116
-4.45078	-3.98996	-6.56492
3.90318	4.15289	-6.83778
5.5821	4.23131	5.41087
-2.321	4.07591	5.40495
-2.19879	-2.90453	6.76082
-6.97524	-3.20492	5.20933
-6.77434	-2.59992	-5.5564
-6.86339	3.72774	4.57525
-5.63245	-3.31285	4.84264
5.76238	3.56698	-4.44898
2.8664	-3.51778	4.81542
-2.72695	4.1517	-5.11199
-4.95422	4.56611	5.21387
2.94287	2.76346	-3.59375
2.85847	-2.68897	-3.36644
-4.90492	-3.32962	4.71921
5.6565	-3.92734	-3.33094
-6.23698	4.01811	5.8366
4.89188	3.77804	3.34581
-7.00135	-1.95622	5.11708
-7.33825	2.91853	4.90946
4.75006	-3.21369	3.71019
-4.72818	-3.1531	-5.61706
2.37474	2.64108	-3.9812
1.56991	-2.81738	4.55531
5.11694	-2.73076	4.86533
2.7123	3.48648	-5.15134
-3.27885	3.50741	-5.69989
7.73578	2.79565	-3.97422
-4.40969	3.09547	-5.38549
5.61906	-3.14444	-4.84816
-6.47198	4.66342	4.47784
-6.84759	-2.46136	5.45744
6.95871	2.74576	4.66687
5.37893	3.15638	4.57823
5.6608	3.44509	-4.51025
-5.67453	-2.70862	4.71931
5.98037	3.93791	5.39663
5.83203	4.01914	5.12583
-5.56138	-4.74267	-5.92036
6.36871	3.03517	-5.97386
5.99344	4.10782	6.96638
-7.50032	3.63495	4.17082
-6.51822	-4.17604	6.48031
6.26177	4.54013	-6.40849
-5.71474	3.3986	-5.73228
-6.2828	-3.88379	-4.90243
6.69197	3.59034	-4.63499
6.25786	1.3064	-4.37733
6.97425	-0.603232	-4.55426
6.29208	-0.518819	5.01801
-7.1363	-3.34862	4.71302
6.30608	-2.15231	4.85444
5.97736	1.51782	4.48807
6.93721	2.30327	-6.11778
-7.03153	-3.71919	-4.83973
-7.18911	2.67304	4.34402
6.54565	2.21648	-4.64152
6.66286	2.71328	4.84156
-6.37006	5.30093	-3.56745
7.57739	5.86911	-3.61373
-6.36276	-5.13629	4.91889
7.44182	-4.58888	-4.25515
-7.46727	5.01994	-3.93267
-7.16875	4.87507	-4.14887
8.10336	4.34328	-4.27734
8.01856	5.17683	-4.33286
-7.43989	4.94315	4.46654
-6.95199	-4.30837	-3.73097
8.15016	4.22704	4.11505
-6.40164	-4.99968	3.34604
7.45789	-5.29406	4.52175
8.40968	-4.90496	4.08924
-7.36696	4.41541	-3.79711
-5.89032	4.73863	-3.9917
-6.9906	-4.6044	4.14298
-5.89783	-4.46501	3.4491
7.20042	4.29535	3.52216
6.17625	-4.36721	-4.80941
-6.13825	4.11744	-3.90177
-5.83021	5.5215	-4.47053
6.54255	5.2907	-3.74216
-4.15825	-4.54984	-4.95936
5.55381	4.99954	5.44991
7.35052	4.58406	7.25119
5.23803	-5.51822	4.0871
-2.65676	5.45774	5.66059
-3.8817	4.30993	4.58325
4.0814	-4.68585	4.85238
4.94122	4.23037	4.81116
-3.75338	4.48767	-4.92326
3.74425	-5.01222	5.18402
-6.32166	-4.12338	-4.56007
5.85215	4.10052	5.47371
5.38009	-4.57925	5.84019
-5.82341	-2.9501	-4.7403
-7.06546	-5.70207	4.7832
-5.82246	4.58306	4.80076
6.53184	4.3132	-4.52219
5.83339	1.10689	-4.61631
-5.58717	1.16815	4.14417
7.05321	1.82927	-2.69893
6.99604	-1.76074	2.2674
6.84115	1.97054	3.5394
5.68527	-4.10772	-3.63255
7.44834	-4.74198	1.20165
-5.85996	2.62262	3.59987
6.49689	2.85587	2.76755
-8.53363	2.58902	1.85723
-5.4279	3.43405	-3.28326
6.08807	3.38964	5.17586
5.72933	3.5002	-2.04755
4.15944	3.38976	5.90786
5.29208	3.64648	-3.04376
5.5701	-3.65626	-5.9753
5.97629	-3.58323	-5.3786
-4.87531	2.91668	-6.36046
-5.07771	-3.4926	1.77175
-5.69075	4.09085	-5.23118
6.13966	4.08951	8.98652
-6.91409	4.17674	9.20904
-5.18797	-3.74439	-6.00083
-4.47511	2.90573	-5.74977
4.65157	2.97576	7.0938
5.5505	3.20014	4.51128
-5.46423	-3.28701	-3.92251
-6.20829	-3.43816	-6.654
5.39542	-3.88427	-5.63408
-5.74683	4.13493	6.19966
3.84362	-4.15539	-5.3411
3.71045	1.19746	4.61835
-4.30027	2.77041	4.59091
-4.92244	-3.52336	-5.7378
-4.76119	3.21722	5.83066
-6.85756	2.24838	5.33753
7.2153	-0.436061	8.32884
-7.67398	1.57697	5.5298
-7.35263	-3.49953	-6.66973
-5.54929	-4.60419	6.74766
-5.07966	-1.98575	-6.967
4.5063	3.26528	7.14572
4.20683	-3.02123	6.56348
4.55612	-3.11441	6.1197
-5.3174	3.12676	-6.10972
5.89536	-1.66832	6.52692
-6.31385	2.99554	-7.23467
-4.61767	2.59957	-6.99606
3.34953	-2.96116	6.08249
-1.85707	4.44387	6.79119
-1.74058	-1.32641	-2.69644
-1.21086	0.227028	6.43282
-1.31735	4.14915	6.03621
2.23253	-5.07247	-5.14425
6.62919	3.06529	-5.60811
-2.99685	3.70327	-6.35789
-2.60428	-2.66242	6.23322
0.956599	-2.99814	-6.96939
-3.46575	-2.83217	-6.61377
3.00554	-4.14453	-7.03794
-3.56815	4.0081	-5.8189
3.03502	4.24841	-6.70198
-3.24803	4.58173	-4.34876
-2.27055	5.52165	4.94119
-3.80992	4.67648	6.5034
-1.97843	3.79063	-3.98551
2.30344	3.76248	6.45015
2.91972	-3.8053	-5.26375
-0.867847	-4.7846	-4.16769
-1.07582	-3.84691	-5.73053
-1.89633	-4.6961	-4.40383
4.46511	3.68179	4.85343
4.04052	-3.82476	-4.16668
2.73487	-4.35646	4.36593
3.07608	-3.76754	-4.87107
1.62717	3.99585	-4.60842
1.63788	-3.30075	4.37117
-1.95612	-4.78865	3.17413
-4.22939	-4.43305	-3.7803
3.41397	2.87935	2.14594
2.4155	-4.03286	3.85389
3.11985	4.54157	-2.69455
-3.09309	4.50924	2.88345
0.583126	-4.55895	-3.82112
-1.88914	4.4673	-3.71381
-2.48938	3.79269	-4.6972
2.07666	-3.71409	8.33143
-0.308767	-5.06184	-6.16729
3.40217	-4.17966	3.09641
-2.88614	3.83791	-7.86959
3.87441	-4.01959	7.16919
-1.77218	-4.77733	5.49489
2.48408	5.56477	7.00642
3.22583	-4.42503	-6.69111
3.84766	-4.02694	6.69562
-3.47148	5.12959	6.98568
4.90546	-5.49908	-4.25338
-3.3365	5.47365	7.76563
-4.31837	4.11899	6.91899
4.52839	3.74623	8.18335
-2.79279	4.80371	6.69334
3.11818	4.20456	6.50416
-3.36604	-4.6544	-7.11677
-2.42135	-4.47197	6.9161
-3.5177	4.96568	-7.29088
2.30405	5.00464	6.73287
2.37211	6.05046	-7.37081
-0.503295	4.26107	7.97274
-2.95145	3.3937	5.1948
-4.65489	5.15652	-6.08295
-4.01714	-4.69255	6.39038
-2.00251	-5.20152	-6.70702
-3.91115	-5.4169	6.34072
-2.20222	-4.75767	-4.81833
-2.50874	4.30508	6.99127
-2.27866	-4.37005	6.9959
-3.67173	-4.45596	5.90953
2.99512	4.73302	-7.28573
-3.45267	4.43369	-8.41479
-1.85493	-4.85698	-7.42925
-2.66739	-5.15196	-6.59571
-4.12066	4.04249	7.10707
-2.87499	5.47982	7.14186
3.20232	4.70919	-7.28303
3.16909	6.10475	-8.44593
-3.33519	-4.53362	-7.23789
2.47797	-6.14599	-7.87011
1.60926	3.99457	-7.39658
-3.95909	-4.21769	-7.53631
-3.8046	5.48138	7.46341
3.42034	-4.39852	-6.31719
3.35982	5.14884	6.53815
2.88094	-4.47007	-6.48068
5.22151	-5.19402	5.97122
2.8646	4.97092	6.58774
-3.87587	4.94808	6.52963
3.55002	4.79715	6.84349
3.93078	5.36872	6.44281
-4.51695	-4.26674	7.02943
4.10473	4.95314	-5.94995
-2.3127	-4.43097	7.58637
-3.60863	4.62339	-6.10881
-1.11562	-5.10021	6.71361
2.9622	5.38289	5.41552
-2.57484	4.53874	-6.02232
-3.25056	4.9337	-5.47932
0.879232	5.20593	-6.08818
-2.41922	-3.90438	-6.65216
-1.36014	-4.30382	6.62343
0.630615	-3.04805	-6.27337
1.42223	-3.90821	-6.78601
0.114629	5.22803	5.76747
-0.108663	5.19521	6.62364
-0.89384	5.0493	-5.51827
1.17857	2.43065	5.4464
-0.875462	4.04292	5.69078
-1.14621	-3.83304	-5.01165
-1.79267	2.94831	-4.82269
-1.18045	-4.32288	5.78569
2.49088	-3.41643	5.1249
-2.73652	3.80902	-6.15164
2.70033	3.87942	-6.98834
2.9163	-4.19567	-4.52197
3.54124	2.70191	-4.58891
3.53247	0.22287	5.13878
-3.83783	0.67095	-3.58275
1.10546	0.281381	-4.13021
-2.90038	2.47051	-5.03203
2.21857	5.56563	-4.87518
1.69808	5.03687	4.57642
2.69108	-4.10085	-4.82449
2.51114	4.83395	-7.39627
-4.82084	5.79519	6.34935
3.58189	3.9688	-6.81552
1.29659	-4.39509	6.51797
-1.82223	-4.33613	6.25038
5.9568	4.25548	-7.0053
5.38727	-4.21072	4.65979
5.09088	-3.80237	4.07307
-5.3347	-4.22282	-6.41413
-2.85145	-4.15708	6.56854
5.31628	2.89314	-4.72122
-4.01655	-2.92452	-6.74079
-4.3509	-2.8225	-5.9151
4.05496	-3.06547	6.54923
5.48485	-2.10129	6.75306
-4.70514	1.47221	-6.28765
4.24249	-4.2337	7.18159
4.38766	-3.93845	-6.40763
-4.66308	4.64797	7.90408
-4.44132	-4.39349	6.74252
-5.25209	4.33786	-5.40198
3.77304	-3.96904	4.62341
3.89368	-3.97283	-4.98046
4.16421	-4.24682	5.14099
4.31971	4.89357	-5.49772
5.48816	-4.5428	-6.11812
-4.70147	3.70354	-7.40821
-4.11786	-4.55735	6.14819
-4.29933	5.46043	-7.11224
4.24642	-5.89613	-6.91208
-4.79419	7.98464	-6.47686
-4.00162	7.19271	7.79023
3.39859	-7.50413	-7.43396
4.58891	6.65087	4.62675
4.70328	-6.97675	7.31594
-4.04509	-5.38059	7.73634
-4.32393	6.23187	-6.55351
-4.02831	-6.17268	8.1352
-3.95884	5.90504	6.39914
3.18765	-5.45755	-4.97504
3.75368	-5.56072	5.19068
-2.61849	-6.91301	-5.40964
2.86081	-6.1782	-6.85868
-4.40927	5.10168	5.32831
3.54253	-7.20865	-4.91729
4.40679	-3.11259	-4.3987
-4.23093	4.84583	5.70492
1.04059	-5.57321	4.35482
2.5411	-5.03047	3.69828
2.05621	-3.93753	4.17472
3.60707	4.79371	4.46828
-3.60993	4.41562	-2.67361
3.40064	4.26652	3.25846
3.41151	-6.91632	-3.82179
-2.80871	1.21955	-3.80143
3.7632	5.05093	3.06048
-3.05219	-4.32435	-3.75566
-2.6427	4.61477	3.08405
2.3869	-6.85918	-3.43951
3.66791	3.60341	-2.4582
-3.96416	8.22022	-8.02088
1.73911	6.82254	-7.71783
-1.83819	-6.06345	-8.92047
3.1869	8.31037	-6.87525
3.62221	6.61059	4.88297
2.53306	6.60284	-6.28768
3.5361	5.99513	7.69137
-3.20713	-5.74521	-5.71985
-3.75286	-7.05284	5.52561
-4.79887	-8.07881	7.4078
-2.44312	7.13626	4.82925
2.37237	8.01694	-3.2112
2.85816	-6.35742	3.87141
2.73002	3.60372	5.48252
3.56484	5.97305	-3.96523
2.36963	-5.37937	4.26264
-2.68095	6.34295	-2.40737
-3.74406	-6.38735	3.09777
-0.586892	-6.73216	-5.11703
-2.91574	-6.64207	5.50481
3.27458	6.82343	2.27669
3.50674	-6.92713	3.53925
1.33246	2.40853	-4.55931
2.85573	4.17406	-5.84956
0.709944	6.74081	4.80027
-0.813785	5.7906	-4.66725
-3.41343	5.62654	4.64185
-0.23993	7.44447	-4.67767
-0.449617	-6.2484	-3.85372
-2.78063	5.11197	5.45676
-4.64902	6.35348	4.13769
-3.17418	5.25936	-4.27176
-3.04854	-6.5922	4.436
-0.225359	-7.57396	3.48852
4.08104	-8.10797	-3.15784
-2.07997	-7.67975	4.81733
1.98722	-7.21734	4.31027
2.97945	5.00655	5.33389
-4.29877	-5.55823	4.31839
5.19084	-6.13487	6.74688
5.43353	-4.56996	2.34851
-4.12282	-6.84244	7.62649
4.29456	-5.79067	-2.20704
3.88105	4.62752	-6.74355
-3.45454	-6.61519	6.59784
3.20345	3.66543	6.17151
3.65553	5.48502	-5.62116
-3.55659	5.5262	-4.88207
-3.85477	-3.88614	7.47425
-3.8516	-6.83611	4.25934
-3.79166	5.23498	6.62598
-3.92877	-2.60306	-6.14681
-3.67385	-3.15396	6.30589
-3.93856	3.1829	-5.57946
-5.22514	6.45311	5.71968
-4.7658	-4.38867	6.29814
-4.51609	4.54897	-6.46206
3.67056	-5.76809	-5.28354
3.74864	-8.18184	-5.37419
3.24555	6.57137	-5.48816
-3.92391	-7.2818	-5.86424
3.80928	-6.85383	-6.17861
-4.07202	5.80038	-6.6981
4.24601	-5.8309	6.23183
4.58081	5.90626	-6.94084
-4.26658	5.76139	-6.38519
4.18287	6.1192	7.2795
-3.59463	-6.24485	7.1643
-3.79494	5.95993	5.16192
5.07717	5.80216	-5.58851
4.03548	-6.55328	5.68701
4.02721	6.79433	6.68969
3.10031	6.89663	8.19897
4.47269	-7.02119	-6.84847
-3.3118	-6.25497	7.05743
4.7156	-6.10062	7.27309
4.76916	-6.76393	-7.12551
-4.1806	-6.43276	-7.0953
3.61594	-7.6268	-7.29656
3.84507	-7.04935	-7.01783
-4.70157	-7.59032	-7.22178
3.55848	7.26434	-7.2439
-4.27953	6.63746	-6.93889
4.11142	-6.68316	7.07341
4.12466	6.83813	8.25127
-4.38514	-7.73621	-7.35184
-3.93884	6.65135	-6.33725
3.63063	6.97996	7.95939
3.80571	8.05697	-7.04645
-3.84629	-6.54882	7.2396
-3.69762	-5.76488	7.11222
-4.6871	7.70212	-7.76564
4.35195	7.45895	8.20616
4.89074	8.23274	7.89927
4.42993	6.69076	7.74772
-4.74609	-7.77314	7.22311
5.00095	-6.28285	6.7741
-5.17968	-7.19501	-7.29056
-3.64096	7.87459	7.32287
4.9507	-8.35433	7.33895
4.11811	-7.23325	7.3743
5.14995	-6.97392	-6.83979
4.33688	6.98251	7.62637
4.54921	7.37528	7.92809
-4.46733	-6.61285	7.86915
4.66612	6.23511	7.88534
4.29346	7.1297	7.43827
4.39563	-5.83626	-8.47273
-4.10928	5.72068	8.44296
-4.18095	-6.69353	-8.43447
-4.70501	-6.52185	7.94171
5.36777	-5.94784	-7.66603
-5.22333	-6.84819	-8.23883
-5.02524	5.00914	7.50386
4.90489	-6.00681	-7.63367
5.05558	6.23112	-8.55585
-5.82947	7.86603	8.20459
-4.09643	7.21399	-8.5475
-4.26323	-7.0668	7.99219
-2.58423	5.0578	-7.27907
3.26414	-7.35292	-7.53474
3.92273	5.7028	7.81898
-3.61368	5.7385	-7.75523
3.94277	-7.49842	7.85574
4.02969	6.74644	-7.75643
-4.06609	-6.49766	8.03372
-3.56244	-6.26496	-7.51121
4.35117	-6.46679	-7.78087
3.75202	-7.55887	-8.04362
4.72856	-6.94021	8.55281
1.80297	-7.17281	-7.81505
-3.43851	-7.11846	8.47907
3.07675	6.09263	-8.4413
4.01812	7.00961	-8.45506
3.78345	-7.13991	8.29947
5.82793	-6.6257	-8.471
-4.6878	6.68868	8.41623
3.32862	6.69717	8.4674
-3.05877	7.04017	-8.34785
4.51217	-7.56043	8.47543
2.66094	-6.86925	-7.89449
5.89037	-7.11334	8.00858
5.2885	7.60819	7.85752
2.24961	7.38263	-7.80301
-2.92769	-6.86798	-8.33741
-3.23377	-7.49558	7.80785
2.92653	6.9739	-7.8154
-4.13106	7.10519	7.79291
1.95433	7.19588	-8.01465
-1.32684	-8.00489	-8.16422
1.11211	8.13852	7.72641
-1.61834	-7.88382	8.11371
1.01114	7.58348	8.0626
-1.00083	-5.5634	8.3212
1.51153	-6.67242	7.66474
-2.00458	-7.95942	7.0645
-3.15795	8.50929	7.20656
0.654034	6.75738	6.98705
-1.22175	6.68562	7.17803
0.485722	6.15489	7.81239
2.17898	-5.32767	-7.41454
-4.25539	-5.75923	-5.86834
-2.14687	5.98966	6.86269
2.91642	-7.35204	6.19282
-2.69003	-5.95437	8.00985
3.68718	-6.4354	7.12887
-3.54622	5.68594	5.86349
-4.202	5.94992	-7.98571
3.36412	6.30296	-7.1803
-4.87448	4.76635	7.20211
5.37871	5.30279	-6.78498
-4.19759	-5.87933	-6.75109
4.10871	7.33681	7.51394
4.50239	-7.47407	-7.53997
-3.30828	-5.64246	6.83985
-3.46171	-6.65232	7.40796
-3.45088	7.2481	6.66474
3.58456	-6.19076	7.81737
-3.75183	6.63415	-7.34861
4.13189	-6.74064	7.52134
3.46171	6.62411	7.13952
5.35736	7.54936	7.08905
-3.69623	-6.79496	-7.62424
3.62915	6.40083	7.68122
-3.93386	6.8499	7.18122
-4.03455	6.82598	-7.85692
-5.94426	-6.28597	7.09483
5.13649	5.9165	-7.71093
-4.27473	-6.21419	7.66254
-6.36768	5.48876	7.23245
4.89026	5.80147	7.28694
-6.05617	7.0676	6.91454
-7.66596	4.54163	7.65035
4.66192	5.51741	7.76815
-3.64449	6.7152	-7.35558
4.34843	6.38492	7.41456
5.3659	-6.65726	-7.06174
5.99027	6.37599	7.22943
-5.35255	6.62233	6.2916
5.22306	-3.12986	7.13636
-3.95643	-5.0694	-6.88259
2.59955	-6.65712	-4.35077
-2.79452	-5.03989	-6.70196
5.75628	-5.66832	5.68368
3.92401	-6.8876	-6.01218
-5.20222	-6.72676	2.88455
5.12776	6.88776	2.66492
-5.28244	6.61128	-4.69263
-5.51856	-6.93487	-2.64644
-3.1139	-5.73407	-4.95975
2.94603	7.45757	-3.60334
-4.63161	-7.29706	-3.3902
4.67453	-7.04226	4.30527
-4.80255	-6.7735	-4.34481
5.56644	-6.84097	5.55505
6.513	-6.54246	4.42028
3.64599	6.85127	-4.21045
5.22498	7.50055	-4.20604
-5.19717	-7.42792	4.60378
6.80055	7.19183	-5.60046
-5.41129	7.06489	5.18084
-4.13672	6.70358	-4.93953
3.65484	-6.52379	4.03899
3.15831	-6.16915	5.58726
5.60312	7.36605	-5.44064
-5.93756	6.58913	-3.2175
-3.96632	7.55674	-6.15642
-1.07553	7.34678	-3.75326
-5.62542	7.29816	3.3022
4.69453	-7.40014	3.83206
-5.81655	7.21522	-3.81695
-5.05941	6.99271	4.01774
2.30931	7.36577	-4.18733
-2.23016	8.33638	3.50771
-1.18945	8.44399	-3.74019
-4.5966	-8.35236	-3.93746
5.0877	-7.04785	-4.14094
-5.21678	7.90918	4.62794
3.39764	6.88724	-4.20286
-4.51511	-6.74998	-1.60489
-5.71744	-8.26402	3.29601
-3.03679	6.83964	-2.49632
-4.54497	-6.8654	2.34961
-6.49437	7.34626	-2.94466
-4.78557	-7.47999	-4.14767
-5.29585	6.74379	3.55257
-4.70182	-7.836	-2.83449
4.59837	-7.89917	3.24511
-3.32699	6.96905	4.53249
7.74374	-7.46098	5.44729
-5.4766	-7.66816	-4.58916
-5.36454	7.16286	2.59719
-4.27398	-6.81286	-2.30978
-5.17221	5.84244	5.12745
2.19643	8.26461	3.22275
-2.42853	-7.25359	3.48841
-4.55491	-6.48944	-3.07102
7.36082	-6.89177	1.33988
7.40798	-6.81493	2.50182
8.01997	6.22045	-0.913673
6.23223	6.83895	-4.38874
4.60133	7.31176	-4.30543
6.73194	-6.12425	-3.50086
5.53948	-6.74084	-3.22315
